,Unnamed: 0,id,label,text,tokens,stems,lemmas
397,397,770294513524957184,P,sólo karlita me entiende me da consejos,"['sólo', 'karlita', 'me', 'entiende', 'me', 'da', 'consejos']","['sol', 'karlit', 'me', 'entiend', 'me', 'da', 'consej']","['sólo', 'karlito', 'entender', 'dar', 'consejo']"
398,398,770290742984110081,NONE,voy a dejarme crecer las cejas a tope plan naturales,"['voy', 'a', 'dejarme', 'crecer', 'las', 'cejas', 'a', 'tope', 'plan', 'naturales']","['voy', 'a', 'dej', 'crec', 'las', 'cej', 'a', 'top', 'plan', 'natural']","['ir', 'a', 'dejar yo', 'crecer', 'el', 'ceja', 'a', 'tope', 'plan', 'natural']"
399,399,770290196973838336,NONE,llegoo dominguezja para ponernos a gemeliers besos desde motril canalfiesta,"['llegoo', 'dominguezja', 'para', 'ponernos', 'a', 'gemeliers', 'besos', 'desde', 'motril', 'canalfiesta']","['llego', 'dominguezj', 'par', 'pon', 'a', 'gemeliers', 'bes', 'desd', 'motril', 'canalfiest']","['llegoo', 'dominguezjar', 'para', 'poner yo', 'a', 'gemeliers', 'beso', 'desde', 'motril', 'canalfiesta']"
400,400,770289448139497472,P,pau   alegría ver toda gente ha salido defensa clásicos cultura estoy gratamente sorprendida,"['pau', 'alegría', 'ver', 'toda', 'gente', 'ha', 'salido', 'defensa', 'clásicos', 'cultura', 'estoy', 'gratamente', 'sorprendida']","['pau', 'alegr', 'ver', 'tod', 'gent', 'ha', 'sal', 'defens', 'clasic', 'cultur', 'estoy', 'grat', 'sorprend']","['pau', '  ', 'alegría', 'ver', 'todo', 'gente', 'haber', 'salir', 'defensa', 'clásico', 'cultura', 'estar', 'gratamente', 'sorprendido']"
401,401,770289307487760385,N,belunitaaa algúno subiria acongojado precipicios,"['belunitaaa', 'algúno', 'subiria', 'acongojado', 'precipicios']","['belunitaa', 'algun', 'subiri', 'acongoj', 'precipici']","['belunitaaa', 'algúno', 'subiria', 'acongojado', 'precipicio']"
402,402,770317209797296128,N,flor evan peters flor casi siempre me equivoco pongo evans peter dejadme es muy sdasldjalsk,"['flor', 'evan', 'peters', 'flor', 'casi', 'siempre', 'me', 'equivoco', 'pongo', 'evans', 'peter', 'dejadme', 'es', 'muy', 'sdasldjalsk']","['flor', 'evan', 'peters', 'flor', 'casi', 'siempr', 'me', 'equivoc', 'pong', 'evans', 'pet', 'dejadm', 'es', 'muy', 'sdasldjalsk']","['flor', 'evan', 'peters', 'flor', 'casi', 'siempre', 'equivocar', 'pongo', 'evans', 'peter', 'dejadme', 'ser', 'mucho', 'sdasldjalsk']"
403,403,770316471578796032,NEU,me he acostumbrado tanto a ver vídeos wildhater pelirojo veo suyos antiguos como,"['me', 'he', 'acostumbrado', 'tanto', 'a', 'ver', 'vídeos', 'wildhater', 'pelirojo', 'veo', 'suyos', 'antiguos', 'como']","['me', 'he', 'acostumbr', 'tant', 'a', 'ver', 'vide', 'wildhat', 'peliroj', 'veo', 'suy', 'antigu', 'com']","['haber', 'acostumbrar', 'tanto', 'a', 'ver', 'vídeo', 'wildhater', 'pelirojo', 'ver', 'suyo', 'antiguo', 'como']"
404,404,770316406730723328,N,polux prm impresionante pena hoy pueda hacer foto del atardecer pd gracias guapiño,"['polux', 'prm', 'impresionante', 'pena', 'hoy', 'pueda', 'hacer', 'foto', 'del', 'atardecer', 'pd', 'gracias', 'guapiño']","['polux', 'prm', 'impresion', 'pen', 'hoy', 'pued', 'hac', 'fot', 'del', 'atardec', 'pd', 'graci', 'guapiñ']","['polux', 'prm', 'impresionante', 'penar', 'hoy', 'poder', 'hacer', 'foto', 'del', 'atardecer', 'pd', 'gracias', 'guapiño']"
405,405,770306435527897088,N,valabina kuluska como ya todos amor solo ciego sino entiende criterio musical,"['valabina', 'kuluska', 'como', 'ya', 'todos', 'amor', 'solo', 'ciego', 'sino', 'entiende', 'criterio', 'musical']","['valabin', 'kulusk', 'com', 'ya', 'tod', 'amor', 'sol', 'cieg', 'sin', 'entiend', 'criteri', 'musical']","['valabinar', 'kuluska', 'como', 'ya', 'amor', 'solo', 'ciego', 'sino', 'entender', 'criterio', 'musical']"
406,406,770303896661139456,NONE,carte claro tengo mazo ideas para este cuarto año,"['carte', 'claro', 'tengo', 'mazo', 'ideas', 'para', 'este', 'cuarto', 'año']","['cart', 'clar', 'teng', 'maz', 'ide', 'par', 'este', 'cuart', 'año']","['car tú', 'claro', 'tener', 'mazo', 'idea', 'para', 'este', 'cuarto', 'año']"
407,407,770303875475709953,N,gallifantes trinitro esparver ese és fallo grave he podido darle vida plena,"['gallifantes', 'trinitro', 'esparver', 'ese', 'és', 'fallo', 'grave', 'he', 'podido', 'darle', 'vida', 'plena']","['gallif', 'trinitr', 'esparv', 'ese', 'es', 'fall', 'grav', 'he', 'pod', 'darl', 'vid', 'plen']","['gallifant', 'trinitro', 'esparver', 'ese', 'és', 'fallo', 'grave', 'haber', 'poder', 'dar él', 'vida', 'pleno']"
408,408,770333388985274368,N,angstiness problemas espalda rodillas tobillos solo compiten hasta  o así  ya eres viejo,"['angstiness', 'problemas', 'espalda', 'rodillas', 'tobillos', 'solo', 'compiten', 'hasta', 'o', 'así', 'ya', 'eres', 'viejo']","['angstiness', 'problem', 'espald', 'rodill', 'tobill', 'sol', 'compit', 'hast', 'o', 'asi', 'ya', 'eres', 'viej']","['angstiness', 'problema', 'espalda', 'rodilla', 'tobillo', 'solo', 'competir', 'hasta', ' ', 'o', 'así', ' ', 'ya', 'ser', 'viejo']"
409,409,770332921748127744,N,jorge lbu estamos enamorados a veces me hace daño va a chupar culo perras me dice nada crisis,"['jorge', 'lbu', 'estamos', 'enamorados', 'a', 'veces', 'me', 'hace', 'daño', 'va', 'a', 'chupar', 'culo', 'perras', 'me', 'dice', 'nada', 'crisis']","['jorg', 'lbu', 'estam', 'enamor', 'a', 'vec', 'me', 'hac', 'dañ', 'va', 'a', 'chup', 'cul', 'perr', 'me', 'dic', 'nad', 'crisis']","['jorge', 'estar', 'enamorado', 'a', 'veces', 'hacer', 'daño', 'ir', 'a', 'chupar', 'culo', 'perra', 'decir', 'nada', 'crisis']"
410,410,770332560769552384,N,ykonya justo esta mañana ha podido insultarlos estaba comisaria ampliando denuncia acoso,"['ykonya', 'justo', 'esta', 'mañana', 'ha', 'podido', 'insultarlos', 'estaba', 'comisaria', 'ampliando', 'denuncia', 'acoso']","['ykony', 'just', 'esta', 'mañan', 'ha', 'pod', 'insult', 'estab', 'comisari', 'ampli', 'denunci', 'acos']","['ykonya', 'justo', 'este', 'mañana', 'haber', 'poder', 'insultar él', 'estar', 'comisaria', 'ampliar', 'denuncia', 'acoso']"
411,411,770342430893871104,N,jardi yo estamos aburridas pa vienes parsimonyan,"['jardi', 'yo', 'estamos', 'aburridas', 'pa', 'vienes', 'parsimonyan']","['jardi', 'yo', 'estam', 'aburr', 'pa', 'vien', 'parsimony']","['jardi', 'estar', 'aburrido', 'pa', 'venir', 'parsimonyan']"
412,412,770341421370912769,P,r falque bueno a veces único tengo hay merecen pena,"['r', 'falque', 'bueno', 'a', 'veces', 'único', 'tengo', 'hay', 'merecen', 'pena']","['r', 'falqu', 'buen', 'a', 'vec', 'unic', 'teng', 'hay', 'merec', 'pen']","['r', 'falque', 'bueno', 'a', 'veces', 'único', 'tener', 'haber', 'merecer', 'pena']"
413,413,770404677095653376,P,fin mis amigos me empiezan a visitar mis destinos trabajo solo han tenido pasar  años bueno guada tb tuve ,"['fin', 'mis', 'amigos', 'me', 'empiezan', 'a', 'visitar', 'mis', 'destinos', 'trabajo', 'solo', 'han', 'tenido', 'pasar', 'años', 'bueno', 'guada', 'tb', 'tuve']","['fin', 'mis', 'amig', 'me', 'empiez', 'a', 'visit', 'mis', 'destin', 'trabaj', 'sol', 'han', 'ten', 'pas', 'años', 'buen', 'guad', 'tb', 'tuv']","['fin', 'mi', 'amigo', 'empezar', 'a', 'visitar', 'mi', 'destino', 'trabajo', 'solo', 'haber', 'tener', 'pasar', ' ', 'año', 'bueno', 'guado', 'tb', 'tener']"
414,414,770404228145840128,P,espalda esta bien chicos os preocupeis p espero juicio sea lento me libre carcel httpstcotbkvivoo,"['espalda', 'esta', 'bien', 'chicos', 'os', 'preocupeis', 'p', 'espero', 'juicio', 'sea', 'lento', 'me', 'libre', 'carcel', 'httpstcotbkvivoo']","['espald', 'esta', 'bien', 'chic', 'os', 'preocupeis', 'p', 'esper', 'juici', 'sea', 'lent', 'me', 'libr', 'carcel', 'httpstcotbkvivo']","['espaldir', 'este', 'bien', 'chico', 'preocupeis', 'p', 'esperar', 'juicio', 'ser', 'lento', 'libre', 'carcel', 'httpstcotbkvivoo']"
415,415,770403844282953729,N,faranduleroyo jo me parece bien va a ir yessica a primera bueno al menos ha llegado al top esperaba aqui,"['faranduleroyo', 'jo', 'me', 'parece', 'bien', 'va', 'a', 'ir', 'yessica', 'a', 'primera', 'bueno', 'al', 'menos', 'ha', 'llegado', 'al', 'top', 'esperaba', 'aqui']","['faranduleroy', 'jo', 'me', 'parec', 'bien', 'va', 'a', 'ir', 'yessic', 'a', 'primer', 'buen', 'al', 'men', 'ha', 'lleg', 'al', 'top', 'esper', 'aqui']","['faranduleroyo', 'jo', 'parecer', 'bien', 'ir', 'a', 'ir', 'yessico', 'a', 'primero', 'bueno', 'al', 'menos', 'haber', 'llegar', 'al', 'top', 'esperar', 'aqui']"
416,416,770400044830851072,P,montse garcia habrá acompañar temporada seguramente exitosa james recordatorio frecuente a tu descomunal,"['montse', 'garcia', 'habrá', 'acompañar', 'temporada', 'seguramente', 'exitosa', 'james', 'recordatorio', 'frecuente', 'a', 'tu', 'descomunal']","['monts', 'garci', 'habr', 'acompañ', 'tempor', 'segur', 'exit', 'jam', 'recordatori', 'frecuent', 'a', 'tu', 'descomunal']","['montse', 'garcia', 'haber', 'acompañar', 'temporada', 'seguramente', 'exitoso', 'james', 'recordatorio', 'frecuente', 'a', 'tu', 'descomunal']"
417,417,770399239474216960,N,johanagonzalezd a vez yo quiero vuelta me quitar así otro cuarto puesto río,"['johanagonzalezd', 'a', 'vez', 'yo', 'quiero', 'vuelta', 'me', 'quitar', 'así', 'otro', 'cuarto', 'puesto', 'río']","['johanagonzalezd', 'a', 'vez', 'yo', 'quier', 'vuelt', 'me', 'quit', 'asi', 'otro', 'cuart', 'puest', 'rio']","['johanagonzalezd', 'a', 'vez', 'querer', 'vuelta', 'quitar', 'así', 'otro', 'cuarto', 'puesto', 'río']"
418,418,770399109593325572,NONE,littlewhore casco viejo al final somera,"['littlewhore', 'casco', 'viejo', 'al', 'final', 'somera']","['littlewhor', 'casc', 'viej', 'al', 'final', 'somer']","['littlewhorar', 'casco', 'viejo', 'al', 'final', 'somero']"
419,419,770406238295298048,P,currina  pues no lunes son maravillosospor hoy cara sacando la lengua y guiñando un ojo hasta mañana,"['currina', 'pues', 'no', 'lunes', 'son', 'maravillosospor', 'hoy', 'cara', 'sacando', 'la', 'lengua', 'y', 'guiñando', 'un', 'ojo', 'hasta', 'mañana']","['currin', 'pues', 'no', 'lun', 'son', 'maravillosospor', 'hoy', 'car', 'sac', 'la', 'lengu', 'y', 'guiñ', 'un', 'ojo', 'hast', 'mañan']","['currinar', ' ', 'pues', 'no', 'lunes', 'ser', 'maravillosospor', 'hoy', 'cara', 'sacar', 'el', 'lengua', 'y', 'guiñar', 'uno', 'ojo', 'hasta', 'mañana']"
420,420,770405457127149572,P,oie  adoro cuenta  llena cosas bonitas,"['oie', 'adoro', 'cuenta', 'llena', 'cosas', 'bonitas']","['oie', 'ador', 'cuent', 'llen', 'cos', 'bonit']","['oie', ' ', 'adorar', 'contar', ' ', 'lleno', 'cosa', 'bonito']"
421,421,770407862451527680,N,iriswextallen pues estarán viendo serie tú yo oye hay absolutamente nada esos dos,"['iriswextallen', 'pues', 'estarán', 'viendo', 'serie', 'tú', 'yo', 'oye', 'hay', 'absolutamente', 'nada', 'esos', 'dos']","['iriswextall', 'pues', 'estaran', 'viend', 'seri', 'tu', 'yo', 'oye', 'hay', 'absolut', 'nad', 'esos', 'dos']","['iriswextallir', 'pues', 'estar', 'ver', 'serie', 'oir', 'haber', 'absolutamente', 'ese', 'dos']"
422,422,770407832508301312,P,me encanta estar así felizojalá esto toda vida buenisimas noches gracias te amo juanjoatleti cara besando con ojos sonrientescara lanzando un beso,"['me', 'encanta', 'estar', 'así', 'felizojalá', 'esto', 'toda', 'vida', 'buenisimas', 'noches', 'gracias', 'te', 'amo', 'juanjoatleti', 'cara', 'besando', 'con', 'ojos', 'sonrientescara', 'lanzando', 'un', 'beso']","['me', 'encant', 'estar', 'asi', 'felizojal', 'esto', 'tod', 'vid', 'buenisim', 'noch', 'graci', 'te', 'amo', 'juanjoatleti', 'car', 'bes', 'con', 'ojos', 'sonrientesc', 'lanz', 'un', 'bes']","['encantar', 'estar', 'así', 'felizojalá', 'todo', 'vida', 'buenisima', 'noche', 'gracia', 'amar', 'juanjoatleti', 'cara', 'besar', 'con', 'ojo', 'sonrientescaro', 'lanzar', 'uno', 'beso']"
423,423,770407337379110912,N,mariio  asistencias me han faltado para triple doble,"['mariio', 'asistencias', 'me', 'han', 'faltado', 'para', 'triple', 'doble']","['marii', 'asistent', 'me', 'han', 'falt', 'par', 'tripl', 'dobl']","['mariio', ' ', 'asistencia', 'haber', 'faltar', 'para', 'triple', 'doble']"
424,424,770407023502585856,NEU,hoy ha sido día duro me he pillado dedo puerta me duele mucho me pasa sabiendo mañana veo a manudrugs corazón verdecorazón verde,"['hoy', 'ha', 'sido', 'día', 'duro', 'me', 'he', 'pillado', 'dedo', 'puerta', 'me', 'duele', 'mucho', 'me', 'pasa', 'sabiendo', 'mañana', 'veo', 'a', 'manudrugs', 'corazón', 'verdecorazón', 'verde']","['hoy', 'ha', 'sid', 'dia', 'dur', 'me', 'he', 'pill', 'ded', 'puert', 'me', 'duel', 'much', 'me', 'pas', 'sab', 'mañan', 'veo', 'a', 'manudrugs', 'corazon', 'verdecorazon', 'verd']","['hoy', 'haber', 'ser', 'día', 'duro', 'haber', 'pillar', 'dedo', 'puerta', 'doler', 'mucho', 'pasar', 'saber', 'mañana', 'ver', 'a', 'manudrugs', 'corazón', 'verdecorazón', 'verde']"
425,425,770403709402701824,P,libros enganchan desde primera página hacen tiempo vuele buenisismas noches,"['libros', 'enganchan', 'desde', 'primera', 'página', 'hacen', 'tiempo', 'vuele', 'buenisismas', 'noches']","['libr', 'enganch', 'desd', 'primer', 'pagin', 'hac', 'tiemp', 'vuel', 'buenisism', 'noch']","['libro', 'enganchar', 'desde', 'primero', 'página', 'hacer', 'tiempo', 'vuele', 'buenisisma', 'noche']"
426,426,770403493542846464,NEU,fin me voy a dormir dadme unas buenas noches bonitas md,"['fin', 'me', 'voy', 'a', 'dormir', 'dadme', 'unas', 'buenas', 'noches', 'bonitas', 'md']","['fin', 'me', 'voy', 'a', 'dorm', 'dadm', 'unas', 'buen', 'noch', 'bonit', 'md']","['fin', 'ir', 'a', 'dormir', 'dadme', 'uno', 'buena', 'noche', 'bonito', 'md']"
427,427,770403123596853248,NEU,dime quefuedeti tods deberíamos llevar nuestro día a día está frase ya q tods inmigrantes lugar,"['dime', 'quefuedeti', 'tods', 'deberíamos', 'llevar', 'nuestro', 'día', 'a', 'día', 'está', 'frase', 'ya', 'q', 'tods', 'inmigrantes', 'lugar']","['dim', 'quefuedeti', 'tods', 'deb', 'llev', 'nuestr', 'dia', 'a', 'dia', 'esta', 'fras', 'ya', 'q', 'tods', 'inmigr', 'lug']","['dimir', 'quefuedeti', 'tods', 'debeer', 'llevar', 'nuestro', 'día', 'a', 'día', 'estar', 'frase', 'ya', 'q', 'tods', 'inmigrante', 'lugar']"
428,428,770397836404023296,P,laura jovi pues floki será siguiente gracias haberme ayudado,"['laura', 'jovi', 'pues', 'floki', 'será', 'siguiente', 'gracias', 'haberme', 'ayudado']","['laur', 'jovi', 'pues', 'floki', 'ser', 'siguient', 'graci', 'hab', 'ayud']","['laura', 'jovi', 'pues', 'floki', 'ser', 'siguiente', 'gracia', 'haberme', 'ayudar']"
429,429,770408455194742784,N,tenistachanel si haase hace otro set janowicz over me voy a estar acordando del puto chino toda noche,"['tenistachanel', 'si', 'haase', 'hace', 'otro', 'set', 'janowicz', 'over', 'me', 'voy', 'a', 'estar', 'acordando', 'del', 'puto', 'chino', 'toda', 'noche']","['tenistachanel', 'si', 'haas', 'hac', 'otro', 'set', 'janowicz', 'over', 'me', 'voy', 'a', 'estar', 'acord', 'del', 'put', 'chin', 'tod', 'noch']","['tenistachanel', 'si', 'haar', 'hacer', 'otro', 'set', 'janowicz', 'over', 'ir', 'a', 'estar', 'acordar', 'del', 'puto', 'chino', 'todo', 'noche']"
430,430,770379787676377088,NONE,decidle a spoti vuelvan a versión acústica creep radiohead,"['decidle', 'a', 'spoti', 'vuelvan', 'a', 'versión', 'acústica', 'creep', 'radiohead']","['decidl', 'a', 'spoti', 'vuelv', 'a', 'version', 'acust', 'creep', 'radioh']","['decidlar', 'a', 'spoti', 'volver', 'a', 'versión', 'acústico', 'creep', 'radiohead']"
431,431,770379528401190912,N,borro rehago,"['borro', 'rehago']","['borr', 'rehag']","['borro', 'rehago']"
432,432,770379087844081664,N,abiertos puedo llevar a clase pudo dejarlo asiento cae todo,"['abiertos', 'puedo', 'llevar', 'a', 'clase', 'pudo', 'dejarlo', 'asiento', 'cae', 'todo']","['abiert', 'pued', 'llev', 'a', 'clas', 'pud', 'dej', 'asient', 'cae', 'tod']","['abierto', 'poder', 'llevar', 'a', 'clase', 'poder', 'dejar él', 'asiento', 'caer']"
433,433,770322450735333376,N,aberron al final acabaremos pagando consumidores,"['aberron', 'al', 'final', 'acabaremos', 'pagando', 'consumidores']","['aberron', 'al', 'final', 'acab', 'pag', 'consumidor']","['aberron', 'al', 'final', 'acabar', 'pagar', 'consumidor']"
434,434,770321635584933888,N,aladroqe quizás también hay pocas personas esas profesiones involucradas poítica si mucho burócrata,"['aladroqe', 'quizás', 'también', 'hay', 'pocas', 'personas', 'esas', 'profesiones', 'involucradas', 'poítica', 'si', 'mucho', 'burócrata']","['aladroq', 'quizas', 'tambien', 'hay', 'poc', 'person', 'esas', 'profesion', 'involucr', 'poitic', 'si', 'much', 'burocrat']","['aladroqe', 'quizás', 'también', 'haber', 'poco', 'persona', 'ese', 'profesión', 'involucrado', 'poítico', 'si', 'mucho', 'burócrata']"
435,435,770321527883653120,P,cafelluvia bonito rincón ¡qué ganas ver nueva web,"['cafelluvia', 'bonito', 'rincón', 'qué', 'ganas', 'ver', 'nueva', 'web']","['cafelluvi', 'bonit', 'rincon', 'que', 'gan', 'ver', 'nuev', 'web']","['cafelluvia', 'bonito', 'rincón', '¡', 'qué', 'gana', 'ver', 'nuevo', 'web']"
436,436,770374205632290818,N,tengo súper ganas comerme peaso ciego flipasss cosa quién pq beber,"['tengo', 'súper', 'ganas', 'comerme', 'peaso', 'ciego', 'flipasss', 'cosa', 'quién', 'pq', 'beber']","['teng', 'sup', 'gan', 'com', 'peas', 'cieg', 'flipasss', 'cos', 'quien', 'pq', 'beb']","['tener', 'súper', 'gana', 'comer yo', 'peaso', 'ciego', 'flipasss', 'cosa', 'pq', 'beber']"
437,437,770366512351875073,P,killytokio ¡artista gracias ayudarme a dejar libro bonito,"['killytokio', 'artista', 'gracias', 'ayudarme', 'a', 'dejar', 'libro', 'bonito']","['killytoki', 'artist', 'graci', 'ayud', 'a', 'dej', 'libr', 'bonit']","['killytokio', '¡', 'artista', 'gracias', 'ayudar yo', 'a', 'dejar', 'libro', 'bonito']"
438,438,770369684554276864,P,heikki  vale he probado hoy me parece muy bueno veré tus vídeos,"['heikki', 'vale', 'he', 'probado', 'hoy', 'me', 'parece', 'muy', 'bueno', 'veré', 'tus', 'vídeos']","['heikki', 'val', 'he', 'prob', 'hoy', 'me', 'parec', 'muy', 'buen', 'ver', 'tus', 'vide']","['heikki', ' ', 'valer', 'haber', 'probar', 'hoy', 'parecer', 'mucho', 'bueno', 'ver', 'tu', 'vídeo']"
439,439,770369530510082050,N,me he tenido unos calcetines siempre tengo pies frios me pone triste calcetines verano,"['me', 'he', 'tenido', 'unos', 'calcetines', 'siempre', 'tengo', 'pies', 'frios', 'me', 'pone', 'triste', 'calcetines', 'verano']","['me', 'he', 'ten', 'unos', 'calcetin', 'siempr', 'teng', 'pies', 'fri', 'me', 'pon', 'trist', 'calcetin', 'veran']","['haber', 'tener', 'uno', 'calcetín', 'siempre', 'tener', 'pie', 'frio', 'poner', 'triste', 'calcetín', 'verano']"
440,440,770369495802273792,NONE,color cojo las plumas mis nuevas flechas,"['color', 'cojo', 'las', 'plumas', 'mis', 'nuevas', 'flechas']","['color', 'coj', 'las', 'plum', 'mis', 'nuev', 'flech']","['color', 'cojo', 'el', 'pluma', 'mi', 'nuevo', 'flecha']"
441,441,770369351895683072,NEU,javivicgt poco intenso estoy pirarme día a sevilla mario,"['javivicgt', 'poco', 'intenso', 'estoy', 'pirarme', 'día', 'a', 'sevilla', 'mario']","['javivicgt', 'poc', 'intens', 'estoy', 'pir', 'dia', 'a', 'sevill', 'mari']","['javivicgt', 'poco', 'intenso', 'estar', 'pirarme', 'día', 'a', 'sevilla', 'mario']"
442,442,770369070730477568,P,viaje a todos cod players van mañana a bcn pasarlo bien disfrutarlo yo puedo,"['viaje', 'a', 'todos', 'cod', 'players', 'van', 'mañana', 'a', 'bcn', 'pasarlo', 'bien', 'disfrutarlo', 'yo', 'puedo']","['viaj', 'a', 'tod', 'cod', 'players', 'van', 'mañan', 'a', 'bcn', 'pas', 'bien', 'disfrut', 'yo', 'pued']","['viaje', 'a', 'cod', 'players', 'ir', 'mañana', 'a', 'bcn', 'pasar él', 'bien', 'disfrutar él', 'poder']"
443,443,770368756057010176,NONE,manuel carrasc uno x uno me gusta vale ok ta maricarmen no me gusta pero vamos a respeto me canciones,"['manuel', 'carrasc', 'uno', 'x', 'uno', 'me', 'gusta', 'vale', 'ok', 'ta', 'maricarmen', 'no', 'me', 'gusta', 'pero', 'vamos', 'a', 'respeto', 'me', 'canciones']","['manuel', 'carrasc', 'uno', 'x', 'uno', 'me', 'gust', 'val', 'ok', 'ta', 'maricarm', 'no', 'me', 'gust', 'per', 'vam', 'a', 'respet', 'me', 'cancion']","['manuel', 'carrasc', 'uno', 'x', 'gustar', 'valer', 'ok', 'ta', 'maricarmar', 'no', 'gustar', 'pero', 'ir', 'a', 'respeto', 'canción']"
444,444,770368364229300229,N,puedo insta histories ese raro ayuda,"['puedo', 'insta', 'histories', 'ese', 'raro', 'ayuda']","['pued', 'insta', 'histori', 'ese', 'rar', 'ayud']","['poder', 'instar', 'histori', 'ese', 'raro', 'ayuda']"
445,445,770367953980227585,P,cdeciencia bueno frío menos siempre te puedes abrigo,"['cdeciencia', 'bueno', 'frío', 'menos', 'siempre', 'te', 'puedes', 'abrigo']","['cdecienci', 'buen', 'fri', 'men', 'siempr', 'te', 'pued', 'abrig']","['cdeciencia', 'bueno', 'frío', 'menos', 'siempre', 'poder', 'abrigo']"
446,446,770373289067810817,N,tío final mierda me ha muchísima pena bueno hago spoiler pf,"['tío', 'final', 'mierda', 'me', 'ha', 'muchísima', 'pena', 'bueno', 'hago', 'spoiler', 'pf']","['tio', 'final', 'mierd', 'me', 'ha', 'muchisim', 'pen', 'buen', 'hag', 'spoil', 'pf']","['tío', 'final', 'mierda', 'haber', 'muchísima', 'pena', 'bueno', 'hacer', 'spoiler']"
447,447,770364852833546240,N,quiero foto carné lugar fotografía cara me dejen emoticono carita triste,"['quiero', 'foto', 'carné', 'lugar', 'fotografía', 'cara', 'me', 'dejen', 'emoticono', 'carita', 'triste']","['quier', 'fot', 'carn', 'lug', 'fotograf', 'car', 'me', 'dej', 'emoticon', 'carit', 'trist']","['querer', 'foto', 'carné', 'lugar', 'fotografía', 'cara', 'dejar', 'emoticono', 'carita', 'triste']"
448,448,770364464206151681,N,sabía yo qué triste me hace caso,"['sabía', 'yo', 'qué', 'triste', 'me', 'hace', 'caso']","['sab', 'yo', 'que', 'trist', 'me', 'hac', 'cas']","['saber', 'qué', 'triste', 'hacer', 'caso']"
449,449,770364113579085824,N,pensaba iba a morir carretera volviendo playa he vuelto a sevilla sano salvo vaya tela,"['pensaba', 'iba', 'a', 'morir', 'carretera', 'volviendo', 'playa', 'he', 'vuelto', 'a', 'sevilla', 'sano', 'salvo', 'vaya', 'tela']","['pens', 'iba', 'a', 'mor', 'carreter', 'volv', 'play', 'he', 'vuelt', 'a', 'sevill', 'san', 'salv', 'vay', 'tel']","['pensar', 'ir', 'a', 'morir', 'carretera', 'volver', 'playa', 'haber', 'volver', 'a', 'sevilla', 'sano', 'salvo', 'ir', 'telar']"
450,450,770371876753403904,P,marcasgz menos mal has dicho escuchal cara llorando de risacara llorando de risacara llorando de risacara llorando de risacara llorando de risa enlacabezano losiento,"['marcasgz', 'menos', 'mal', 'has', 'dicho', 'escuchal', 'cara', 'llorando', 'de', 'risacara', 'llorando', 'de', 'risacara', 'llorando', 'de', 'risacara', 'llorando', 'de', 'risacara', 'llorando', 'de', 'risa', 'enlacabezano', 'losiento']","['marcasgz', 'men', 'mal', 'has', 'dich', 'escuchal', 'car', 'llor', 'de', 'risac', 'llor', 'de', 'risac', 'llor', 'de', 'risac', 'llor', 'de', 'risac', 'llor', 'de', 'ris', 'enlacabezan', 'losient']","['marcasgz', 'menos', 'mal', 'haber', 'decir', 'escuchal', 'cara', 'llorar', 'de', 'risacar', 'llorar', 'de', 'risacar', 'llorar', 'de', 'risacar', 'llorar', 'de', 'risacar', 'llorar', 'de', 'risa', 'enlacabezano', 'losientir']"
451,451,770371609051955200,N,busca kaori para sábado del salón murcia noviembre quiero ir kousei rt pls httpstcohdoxoqgh,"['busca', 'kaori', 'para', 'sábado', 'del', 'salón', 'murcia', 'noviembre', 'quiero', 'ir', 'kousei', 'rt', 'pls', 'httpstcohdoxoqgh']","['busc', 'kaori', 'par', 'sab', 'del', 'salon', 'murci', 'noviembr', 'quier', 'ir', 'kousei', 'rt', 'pls', 'httpstcohdoxoqgh']","['buscar', 'kaori', 'para', 'sábado', 'del', 'salón', 'murcia', 'noviembre', 'querer', 'ir', 'kousei', 'rt', 'pls', 'httpstcohdoxoqgh']"
452,452,770371018166796288,NEU,lahoraalt asidesastre molo cebrian criadoenterado me faltó pladas eso estoy deseando escuchar viñetas musicales,"['lahoraalt', 'asidesastre', 'molo', 'cebrian', 'criadoenterado', 'me', 'faltó', 'pladas', 'eso', 'estoy', 'deseando', 'escuchar', 'viñetas', 'musicales']","['lahoraalt', 'asidesastr', 'mol', 'cebri', 'criadoenter', 'me', 'falt', 'plad', 'eso', 'estoy', 'des', 'escuch', 'viñet', 'musical']","['lahoraalt', 'asidesastre', 'molo', 'cebriar', 'criadoenterado', 'faltar', 'plada', 'estar', 'desear', 'escuchar', 'viñeta', 'musical']"
453,453,770397022188871680,N,guzmannavarro saezman plan c capullos,"['guzmannavarro', 'saezman', 'plan', 'c', 'capullos']","['guzmannavarr', 'saezm', 'plan', 'c', 'capull']","['guzmannavarro', 'saezman', 'plan', 'c', 'capullo']"
454,454,770395127403671554,P,greenparadise  siiiiii tío viernes te invito a litro jurao,"['greenparadise', 'siiiiii', 'tío', 'viernes', 'te', 'invito', 'a', 'litro', 'jurao']","['greenparadis', 'siiiiii', 'tio', 'viern', 'te', 'invit', 'a', 'litr', 'jura']","['greenparadisir', ' ', 'siiiiii', 'tío', 'viernes', 'invitar', 'a', 'litro', 'jurao']"
